row_id	status	notes	screenshots
M-SNAPSHOTS-04	PASS	The refresh button re-lists snapshots. Measured as a RATE on the CANOPY SERVER LOG, not on browser requests -- the list fetch is issued server-side from the Dash callback, so zero browser GETs is EXPECTED and browser-side counting reads as 'never refreshes' (a first pass recorded exactly that and was the wrong instrument). Idle baseline: 7 'Fetching snapshots from API' lines in 60 s = 2.33 per 20 s. Driven: 4 clicks inside a 20 s window produced 4 fetches -- a clean 1:1 above baseline (exceeds_idle_baseline true). A single 3 s window after one click is NOT sufficient here: idle gaps range 4-29 s, so one window cannot separate signal from the interval's own jitter.	—
M-SNAPSHOTS-05	PASS	Declared value verified in source: DEFAULT_REFRESH_INTERVAL_MS = 10000 (juniper-canopy/src/frontend/components/hdf5_snapshots_panel.py:53), with the JUNIPER_CANOPY_SNAPSHOTS_REFRESH_INTERVAL_MS override at :84 and the fallback at :89/:91. Observed live on two independent STRICTLY IDLE 60 s windows: 5 fetches (median gap 8.77 s) and 7 fetches (~8.6 s apparent period) -- both bracketing the declared 10 s once the documented F-CANOPY-004 callback jitter is allowed for. Idle matters: an earlier measurement taken while the driver was clicking produced gaps from 0.33 s to 92 s, all self-inflicted. Recorded as consistent-with-10 s rather than as an exact period.	—
M-SNAPSHOTS-07	PASS	The View Details button writes the snapshot id into -selected-id by parsing its pattern id. Proved on the _dash-update-component WIRE, which was necessary: a DOM-only reading said the detail never rendered and would have been a wrong FAIL. Responses observed in order: {'hdf5-snapshots-panel-selected-id': {'data': null}} then {'hdf5-snapshots-panel-selected-id': {'data': 'snapshot_20260813T051936Z'}}, followed by a request for detail-panel.children carrying that id as its input value. The leading null is F-CANOPY-009's clearing behaviour observed directly rather than inferred.	—
M-SNAPSHOTS-08	PASS	GET /api/v1/snapshots/{id} -> detail render. The panel populated with 'ID: snapshot_20260813T051936Z Name: snapshot_20260813T051936Z.h5 Timestamp: 2026-08-17 10:06...', replacing the 'Select a snapshot from the table above to view its details.' prompt. Sampling must be fast and tolerant: F-CANOPY-009 means the store is cleared and re-set around the click, so a window landing in the cleared half reads as 'never filled'.	—
M-SNAPSHOTS-09	PASS	The restore op button opens the shared confirm modal with a restore body, observed at 750 ms: 'Confirm Restore of snapshot:snapshot_20260813T051936Z / Load this snapshot for inspection and modification. Training is NOT started — invoke Retrain or Resume to begin a training run.' Opening is RACY (see the note on M-SNAPSHOTS-13) and required re-querying the button id immediately before the click.	—
M-SNAPSHOTS-10	PASS	The replay op button opens the same modal with a replay body, observed at 900 ms (visible 900 ms before self-close): 'Confirm Replay of snapshot:snapshot_20260813T051936Z / Start a read-only playback session of this snapshot's training histo...'.	—
M-SNAPSHOTS-11	PASS	The resume op button opens the same modal with a resume body, observed at 900 ms (visible 600 ms): 'Confirm Resume of snapshot:snapshot_20260813T051936Z / Continue training from where this snapshot left off. The pre-resume ...'.	—
M-SNAPSHOTS-12	PASS	The retrain op button opens the same modal with a retrain body, observed at 1200 ms (visible 1500-2400 ms across runs): 'Confirm Retrain of snapshot:snapshot_20260813T051936Z / Use this snapshot's weights and topology as a starting point for a ...'.	—
M-SNAPSHOTS-13	PASS	The modal body carries all THREE documented parts, captured untruncated (the driver's probe helper slices textContent to 120 chars and was cutting the third off -- a reading artifact, not a missing line): 'Confirm Restore of snapshot:snapshot_20260813T051936Z' + the op description + '⚠️ Training must be paused or stopped before any snapshot operation.' (248 chars total). IMPORTANT RACE NOTE, and a finding NOT filed because of it: the modal open fails intermittently and the failing op VARIES between runs -- restore+replay failed one pass while resume+retrain succeeded, then restore succeeded and resume failed on the next. The wire shows the cause is F-CANOPY-010's early-out, whose response is {'restore-modal': {'is_open': false}, 'restore-modal-body': {'children': ''}, 'restore-pending-id': ...} i.e. the documented (False, '', None). It is NOT op-specific; a two-attempt 'restore never opens' reproduction looked convincing and was wrong.	—
M-SNAPSHOTS-14	PASS	Cancel closes the modal and issues NO request. Modal opened at 750 ms, cancel clicked, modal gone 300 ms later, and the POST hook recorded posts_seen: [] -- no /api/v1/snapshots POST of any kind. -restore-status stayed empty, as it must for a cancelled op.	—
M-SNAPSHOTS-15	PASS	Confirm issues POST /api/v1/snapshots/{id}/{op} and the 200 path renders ✅ into -restore-status. Triple-confirmed, because the canopy POST is server-side (zero browser posts is expected, never a failure): (1) UI -- '✅ Restored from snapshot 'snapshot_20260813T051936Z''; (2) backend FSM moved STOPPED -> INVESTIGATING; (3) GET /v1/network went from no/empty network to hidden_units: 10, i.e. the snapshot's 10-unit topology genuinely rehydrated. Confirm must be clicked the instant the body appears (done at 600 ms) because F-CANOPY-010 discards the pending op id ~3.6 s later. active_tab correctly stayed 'Snapshots' -- only replay switches it (M-SNAPSHOTS-16). Observation, not a new finding: monitor.current_hidden_units still read 0 while /v1/network read 10 -- the stale-counter class already covered by F-CANOPY-006.	—
M-SNAPSHOTS-16	PASS	A confirmed REPLAY additionally switches the active tab -- the row's distinguishing claim vs M-SNAPSHOTS-15. Observed: modal opened at 1000 ms (attempt 3 of 4, the F-CANOPY-010 race), confirm clicked immediately, -restore-status rendered '✅ Snapshot replay started', and the active tab moved 'Snapshots' -> 'Replay' with replay-player-panel present. This is the third visualization-tabs.active_tab writer the matrix names (D-1).	—
M-SNAPSHOTS-17	PASS	The history toggle opens -history-collapse and loads GET /api/v1/snapshots/history into -history-content. Collapse opened at 1200 ms (attempt 2 -- same rebuild race) and the content rendered real records: '📸 CREATE snapshot_20260813T051936Z 2026-08-13 05:19:36 Snapshot created successfully • REPLAY_STOPPED snapshot_20260811T010849Z ... • REPLAY snapshot_20260811T010849Z ... Started replay o...'. The independent API read (GET /api/v1/snapshots/history -> 200) returns the same action records, so the panel is rendering real backend history rather than a placeholder.	—
M-SNAPSHOTS-18	PASS (empty branch)	-dataset-swaps-content renders from dataset-swap-events-store and, with no swap events recorded, correctly shows its empty state: 'No dataset swaps recorded yet.' Stated precisely: the EMPTY branch is proven; the populated paired-diff cards are NOT -- that needs a real dataset swap (W6/W7) to exist first. This is the same precondition that makes M-SNAPSHOTS-20/21 unreachable this segment.	—
